"custAge","profession","marital","schooling","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","pmonths","pastEmail","responded","profit","id"
30,"admin.","married","university.degree","no","no","no","cellular","aug","thu",5,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,999,0,"no",NA,7354
39,"admin.","single","university.degree","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,7355
48,"admin.","married","basic.6y","no","no","no","telephone","mar","mon",5,999,0,"nonexistent",-1.8,92.843,-50,1.811,5099.1,999,0,"no",NA,7356
NA,"services","married","high.school","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7357
57,"retired","married","basic.4y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,7358
42,"admin.","divorced",NA,"no","no","no","cellular","sep","wed",1,16,1,"success",-1.1,94.199,-37.5,0.886,4963.6,0.533333333333333,1,"yes",158,7359
NA,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,999,2,"no",NA,7360
35,"technician","married","professional.course","no","yes","no","cellular","sep","thu",1,999,2,"failure",-1.1,94.199,-37.5,0.878,4963.6,999,2,"no",NA,7361
34,"admin.","married","university.degree","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.843,5076.2,999,0,"no",NA,7362
54,"self-employed","divorced","high.school","unknown","no","no","telephone","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7363
28,"blue-collar","single","high.school","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,7364
30,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,7365
36,"admin.","married","professional.course","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,7366
NA,"unknown","married",NA,"unknown","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,999,0,"no",NA,7367
30,"blue-collar","single","high.school","no","no","no","telephone","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.956,5228.1,999,0,"no",NA,7368
NA,"technician","single",NA,"no","yes","no","cellular","aug",NA,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,7369
48,"services","married","high.school","no","yes","yes","telephone","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7370
NA,"blue-collar","married",NA,"unknown","yes","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,999,0,"no",NA,7371
36,"admin.","single","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,999,0,"no",NA,7372
44,"blue-collar","divorced",NA,"unknown","no","no","cellular","may",NA,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,999,0,"yes",-174,7373
48,"services","divorced","high.school","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,7374
46,"self-employed","divorced","basic.9y","no","yes","no","telephone","jun",NA,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,7375
NA,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,999,0,"no",NA,7376
45,"technician","married",NA,"no","no","no","cellular","nov","wed",2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,999,3,"no",NA,7377
NA,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","wed",8,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,999,0,"no",NA,7378
36,"technician","married","professional.course","no","no","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7379
31,"technician","single","professional.course","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,7380
39,"management","single","university.degree","no","yes","no","cellular","nov","fri",2,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,0.1,0,"yes",210,7381
49,"technician","married",NA,"no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,999,0,"no",NA,7382
53,"admin.","married",NA,"no","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,999,0,"no",NA,7383
45,"blue-collar","married",NA,"unknown","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,7384
29,"admin.","married",NA,"no","yes","yes","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,7385
47,"blue-collar","married","basic.4y","unknown","no","no","cellular","may",NA,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,999,0,"no",NA,7386
43,"blue-collar","married","basic.6y","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,999,0,"no",NA,7387
38,"self-employed","married","basic.9y","no","yes","no","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,999,1,"no",NA,7388
NA,"blue-collar","married",NA,"unknown","yes","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"no",NA,7389
24,"unknown","single",NA,"no","no","no","cellular","jun","tue",1,3,2,"success",-2.9,92.963,-40.8,1.262,5076.2,0.1,2,"yes",105,7390
38,"technician","divorced",NA,"no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7391
31,"housemaid","married","high.school","no","yes","no","cellular","jul","mon",8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7392
30,"services","married",NA,"no","yes","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"no",NA,7393
30,"unemployed","married","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,7394
31,"blue-collar","married","basic.4y","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,999,0,"yes",3,7395
NA,"technician","single",NA,"no","yes","no","cellular","jul","thu",5,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,999,0,"no",NA,7396
NA,"technician","single","professional.course","no","no","no","cellular","jul",NA,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7397
31,"blue-collar","single",NA,"no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,7398
NA,"entrepreneur","married","university.degree","no","yes","no","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,7399
NA,"services","married","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,7400
42,"technician","married",NA,"no","yes","yes","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,999,0,"no",NA,7401
39,"blue-collar","divorced","basic.9y","unknown","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,999,0,"no",NA,7402
46,"blue-collar","married","professional.course","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,93.876,-40,0.697,5008.7,999,0,"yes",23,7403
35,"technician","single","professional.course","no","yes","yes","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,7404
38,"technician","married","university.degree","no","yes","no","cellular","may",NA,2,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,999,1,"no",NA,7405
34,"admin.","married","high.school","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,7406
31,"blue-collar","single",NA,"no","no","yes","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,7407
23,"student","single",NA,"no","unknown","unknown","cellular","apr","mon",6,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,999,1,"no",NA,7408
48,"services","married","basic.6y","unknown","yes","no","cellular","aug",NA,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,7409
30,"management","divorced","basic.4y","no","yes","no","cellular","jul","tue",8,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,7410
40,"technician","married","professional.course","no","yes","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7411
46,"management","married",NA,"no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,7412
NA,"blue-collar","married","basic.9y","unknown","no","no","cellular","may","wed",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"no",NA,7413
45,"entrepreneur","divorced","university.degree","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,999,0,"no",NA,7414
46,"blue-collar","married",NA,"no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,999,0,"no",NA,7415
NA,"self-employed","single",NA,"no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,7416
27,"admin.","single",NA,"no","yes","yes","cellular","jul",NA,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7417
NA,"blue-collar","married","professional.course","no","no","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,7418
39,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,7419
28,"services","married","unknown","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,999,0,"no",NA,7420
NA,"technician","married","unknown","no","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,7421
54,"blue-collar","married",NA,"unknown","yes","yes","cellular","aug","tue",6,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,7422
46,"blue-collar","divorced","basic.9y","no","no","no","cellular","apr","tue",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,999,0,"no",NA,7423
NA,"management","single",NA,"no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,7424
43,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",5,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,999,0,"no",NA,7425
27,"entrepreneur","single","university.degree","no","no","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,7426
31,"admin.","married","university.degree","no","no","no","cellular","jul",NA,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,999,0,"no",NA,7427
31,"technician","single","professional.course","no","no","no","cellular","nov","wed",1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,999,1,"no",NA,7428
44,"services","married",NA,"no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,999,0,"no",NA,7429
NA,"technician","divorced","basic.4y","no","yes","no","cellular","nov","tue",3,4,2,"success",-1.1,94.767,-50.8,1.035,4963.6,0.133333333333333,12,"yes",127,7430
24,"student","single","high.school","no","yes","no","cellular","may","tue",2,6,2,"success",-1.8,93.876,-40,0.668,5008.7,0.2,2,"yes",124,7431
31,"admin.","single",NA,"no","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,7432
32,"blue-collar","married","basic.9y","unknown","unknown","unknown","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,7433
NA,"technician","single",NA,"no","yes","no","cellular","jun","mon",6,999,0,"nonexistent",-1.7,94.055,-39.8,0.754,4991.6,999,0,"yes",184,7434
NA,"management","married",NA,"no","no","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,7435
NA,"admin.","divorced","university.degree","no","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,7436
30,"technician","married","basic.9y","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,999,0,"no",NA,7437
49,"technician","divorced","unknown","no","yes","yes","cellular","oct","thu",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.754,5017.5,999,0,"no",NA,7438
56,"management","married",NA,"no","no","yes","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,7439
45,"technician","divorced","professional.course","no","yes","no","telephone","may","thu",6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,7440
44,"technician","single","basic.6y","unknown","no","no","telephone","jun","fri",9,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"no",NA,7441
56,"blue-collar","unknown","basic.4y","no","no","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,7442
39,"housemaid","married","basic.9y","no","yes","no","cellular","nov","fri",4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,999,0,"no",NA,7443
47,"self-employed","married","university.degree","no","yes","no","cellular","jul","mon",9,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,7444
33,"technician","married","high.school","no","no","yes","telephone","jun","mon",9,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,999,0,"no",NA,7445
NA,"retired","married",NA,"unknown","yes","no","cellular","jul","tue",13,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,7446
30,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,999,0,"yes",158,7447
NA,"blue-collar","married","high.school","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,999,2,"no",NA,7448
32,"admin.","married","high.school","no","yes","yes","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,7449
53,"technician","married","high.school","no","yes","no","cellular","mar","tue",2,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,999,0,"yes",151,7450
45,"services","married","professional.course","no","yes","yes","cellular","aug","thu",9,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,999,0,"no",NA,7451
32,"admin.","single",NA,"no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,7452
NA,"blue-collar","single",NA,"unknown","no","yes","telephone","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7453
36,"unemployed","married","university.degree","unknown","yes","no","cellular","jun","mon",1,999,1,"failure",-2.9,92.963,-40.8,1.266,5076.2,999,1,"no",NA,7454
34,"services","married","basic.9y","no","yes","yes","telephone","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,999,1,"no",NA,7455
24,"admin.","single","university.degree","unknown","no","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,999,2,"no",NA,7456
47,"admin.","married",NA,"no","unknown","unknown","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,7457
NA,"technician","single","professional.course","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,7458
30,"self-employed","single","university.degree","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,7459
31,"blue-collar","married",NA,"no","yes","no","cellular","jun","mon",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,999,0,"yes",23,7460
38,"admin.","married","university.degree","no","yes","no","telephone","jun","thu",6,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,999,0,"no",NA,7461
39,"entrepreneur","married","university.degree","no","yes","no","cellular","sep",NA,3,999,0,"nonexistent",-1.1,94.199,-37.5,0.881,4963.6,999,0,"no",NA,7462
35,"management","single",NA,"no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,999,0,"no",NA,7463
43,"management","married","high.school","no","no","no","telephone","jun","wed",10,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,999,0,"no",NA,7464
56,"retired","married","university.degree","no","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,999,0,"yes",232,7465
NA,"admin.","married","high.school","no","no","no","cellular","jul","fri",8,999,0,"nonexistent",-1.7,94.215,-40.3,0.861,4991.6,999,0,"no",NA,7466
36,"blue-collar","single",NA,"unknown","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,7467
52,"services","married","high.school","unknown","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,7468
26,"admin.","single","high.school","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,7469
29,"services","single","high.school","no","yes","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,999,0,"yes",168,7470
36,"management","married","university.degree","no","no","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,7471
24,"services","married","high.school","no","yes","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"no",NA,7472
33,"services","single","high.school","no","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,999,0,"no",NA,7473
NA,"technician","single","professional.course","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,7474
NA,"services","married",NA,"no","yes","yes","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,7475
33,"technician","single","basic.9y","no","yes","no","cellular","sep","fri",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.741,5017.5,999,0,"no",NA,7476
35,"services","single",NA,"unknown","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,7477
44,"entrepreneur","married","university.degree","no","no","yes","cellular","nov","wed",2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,999,2,"no",NA,7478
43,"technician","married","professional.course","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,7479
29,"admin.","single",NA,"no","yes","no","cellular","nov","fri",2,7,2,"success",-3.4,92.649,-30.1,0.714,5017.5,0.233333333333333,2,"yes",160,7480
NA,"technician","married","university.degree","no","no","yes","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,999,0,"no",NA,7481
32,"services","married",NA,"no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,999,0,"no",NA,7482
19,"student","single","unknown","no","yes","no","cellular","apr","mon",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,999,0,"yes",140,7483
43,"management","married","basic.6y","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,999,0,"no",NA,7484
NA,"technician","divorced","high.school","no","yes","yes","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,7485
NA,"technician","married","basic.9y","no","no","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,7486
NA,"blue-collar","married",NA,"no","no","yes","cellular","may","wed",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,999,0,"no",NA,7487
34,"technician","married","university.degree","no","no","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,999,1,"no",NA,7488
22,"blue-collar","single",NA,"no","yes","yes","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,999,0,"yes",277,7489
45,"technician","single",NA,"no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,7490
59,"admin.","divorced","university.degree","unknown","yes","yes","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,7491
51,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,999,0,"no",NA,7492
39,"technician","single",NA,"no","yes","no","cellular","aug",NA,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,999,0,"no",NA,7493
31,"technician","divorced",NA,"no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,7494
51,"admin.","married","university.degree","unknown","yes","no","cellular","jul","thu",11,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7495
32,"services","single",NA,"no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,999,0,"no",NA,7496
NA,"technician","married","professional.course","unknown","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,7497
36,"services","single","basic.9y","no","no","no","telephone","jun","tue",10,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,999,0,"no",NA,7498
29,"technician","single","professional.course","no","no","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,7499
20,"student","single",NA,"no","yes","no","cellular","aug","wed",1,999,1,"failure",-2.9,92.201,-31.4,0.879,5076.2,999,2,"yes",71,7500
33,"management","married","university.degree","no","yes","no","telephone","mar","thu",1,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,999,0,"yes",240,7501
57,"entrepreneur","married","high.school","unknown","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,7502
81,"retired","married","basic.4y","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent",-1.7,94.027,-38.3,0.898,4991.6,999,0,"no",NA,7503
36,"self-employed","divorced","professional.course","unknown","yes","yes","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,7504
37,"services","single","basic.9y","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,999,0,"no",NA,7505
29,"admin.","divorced",NA,"no","no","yes","cellular","nov","wed",3,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,999,1,"no",NA,7506
45,"blue-collar","divorced","professional.course","unknown","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7507
41,"blue-collar","married","basic.9y","no","yes","no","cellular","nov",NA,2,999,1,"failure",-1.1,94.767,-50.8,1.039,4963.6,999,2,"no",NA,7508
28,"services","married","unknown","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,999,0,"no",NA,7509
30,"services","single","high.school","no","yes","no","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,7510
48,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,7511
54,"blue-collar","married","basic.9y","unknown","no","yes","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,7512
42,"services","married","professional.course","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,999,0,"no",NA,7513
NA,"housemaid","divorced",NA,"no","no","no","cellular","nov",NA,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,7514
30,"self-employed","single","high.school","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,999,0,"no",NA,7515
NA,"technician","single",NA,"no","no","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,999,0,"no",NA,7516
NA,"management","married",NA,"no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,7517
27,"services","single","high.school","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,7518
35,"technician","single","professional.course","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,999,0,"no",NA,7519
NA,"retired","married",NA,"unknown","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,7520
NA,"admin.","divorced","high.school","no","yes","no","cellular","nov",NA,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,999,0,"no",NA,7521
NA,"technician","single","high.school","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,7522
NA,"technician","single","high.school","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,999,0,"no",NA,7523
NA,"blue-collar","married",NA,"unknown","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,7524
36,"technician","single","professional.course","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,999,0,"no",NA,7525
36,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,7526
NA,"management","single","high.school","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,7527
36,"management","married","university.degree","no","yes","no","cellular","may","mon",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,999,0,"no",NA,7528
57,"retired","single","professional.course","no","no","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,7529
